,content
302,샘레이미의 장기를 유감없이 발휘된 영화...원래 샘레이미는 악령영화가 전문임.
303,-_-;; 황당함 그자체
304,신세계닼ㅋㅋ
305,재밌음 !! 남자친구 완전 호감 ㅠㅠ 저런 남자랑 결혼하고 싶음
306,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ완전재미있다는~
307,한국의 장진같은 블랙코메디.. 이블데드. 드래그미투헬.. 내용은 그닥
308,이렇게 역겨운 영화도 간만이군..
309,정직한평점딱 7.5점 반전예상가능 다운받아서봐도 괜찬은영화 코믹+공포+반전
310,판타지적 성향이 짙은.. 
311,근데 넘 웃겨서 이게 공포영화인가 생각하게 만드는영화
312,나름 재밌다
313,화려한 비주얼
314,잔혹 유머 호러무비 ㅋㅋㅋ
315,한동원님 평가에 동의함 ㅋㅋ '최고급 불량식품' 이라는 단어가 어울리는 영화네요
316,너무뻔했다
317,21세기에 흑마법과 살아가는 미쿡
